date,subjID,subjSex,treatment,stimuli_angle_pos,stimuli_angle_size,trialn,noisesize,stimn,side,stim_type,turn,turnside,turndelay,peakmagnitude,peakduration
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,1,Right,0.8033473491668701,20.99786376953125,0.2664802074432373
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,1,Right,0.4556291103363037,115.51043701171876,0.4166913032531738
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,1,Left,0.0052785873413085,24.014801025390625,0.7335364818572998
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,1,Left,0.004406452178955,74.526123046875,0.8083250522613525
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,1,Right,1.1320059299468994,49.35749816894531,0.8666610717773438
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,,,none,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,0.0,Left,refresh,1,Right,0.0036792755126953,33.53843688964844,0.6335458755493164
2024-04-11,SO012PI017,J,C,40,4,2,4,1.0,Left,grey,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,2.0,Left,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,3.0,Right,black,1,Right,1.087784767150879,89.84930419921875,0.4166657924652099
2024-04-11,SO012PI017,J,C,40,4,2,4,4.0,Right,white,1,Right,0.0025200843811035,73.95611572265625,0.6499934196472168
2024-04-11,SO012PI017,J,C,40,4,2,4,5.0,Right,grey,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,6.0,Right,grey,1,Right,0.010474681854248,76.52066040039062,0.7000036239624023
2024-04-11,SO012PI017,J,C,40,4,2,4,7.0,Right,refresh,1,Right,0.0080282688140869,95.98776245117188,0.6083240509033203
2024-04-11,SO012PI017,J,C,40,4,2,4,8.0,Left,grey,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,9.0,Right,refresh,1,Right,0.0013976097106933,90.93212890625,0.6336681842803955
2024-04-11,SO012PI017,J,C,40,4,2,4,10.0,Right,white,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,11.0,Right,grey,1,Right,0.0035505294799804,74.7135009765625,0.6249799728393555
2024-04-11,SO012PI017,J,C,40,4,2,4,12.0,Left,secondOrder,1,Left,0.0061666965484619,66.94775390625,0.7828679084777832
2024-04-11,SO012PI017,J,C,40,4,2,4,13.0,Right,secondOrder,1,Right,0.9101061820983888,84.40838623046875,0.425051212310791
2024-04-11,SO012PI017,J,C,40,4,2,4,14.0,Right,white,1,Right,0.0012199878692626,63.45697021484375,0.6916673183441162
2024-04-11,SO012PI017,J,C,40,4,2,4,15.0,Right,black,1,Left,0.003396987915039,45.66229248046875,0.5332324504852295
2024-04-11,SO012PI017,J,C,40,4,2,4,16.0,Right,grey,1,Right,0.002765417098999,107.0145263671875,0.5416615009307861
2024-04-11,SO012PI017,J,C,40,4,2,4,17.0,Right,white,1,Right,0.0033149719238281,62.24166870117188,0.8333380222320557
2024-04-11,SO012PI017,J,C,40,4,2,4,18.0,Right,refresh,1,Right,0.0013813972473144,73.92776489257812,0.6749849319458008
2024-04-11,SO012PI017,J,C,40,4,2,4,19.0,Left,white,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,20.0,Left,grey,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,21.0,Right,refresh,1,Right,0.0006599426269531,77.0582275390625,0.6663162708282471
2024-04-11,SO012PI017,J,C,40,4,2,4,22.0,Left,refresh,1,Left,0.0004389286041259,55.4898681640625,0.4668302536010742
2024-04-11,SO012PI017,J,C,40,4,2,4,23.0,Right,secondOrder,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,24.0,Left,grey,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,25.0,Left,refresh,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,26.0,Left,grey,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,27.0,Right,secondOrder,1,Right,0.0002331733703613,53.125,0.8665690422058105
2024-04-11,SO012PI017,J,C,40,4,2,4,28.0,Left,secondOrder,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,29.0,Right,white,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,30.0,Left,white,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,31.0,Left,secondOrder,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,32.0,Right,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,33.0,Right,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,34.0,Right,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,35.0,Left,refresh,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,36.0,Right,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,37.0,Right,secondOrder,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,38.0,Left,grey,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,39.0,Left,secondOrder,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,40.0,Right,white,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,41.0,Right,white,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,42.0,Left,secondOrder,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,43.0,Right,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,44.0,Left,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,45.0,Right,refresh,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,46.0,Right,secondOrder,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,47.0,Left,white,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,48.0,Left,black,0,,,,
2024-04-11,SO012PI017,J,C,40,4,2,4,49.0,Right,refresh,1,Right,0.0061769485473632,38.15916442871094,0.783327579498291
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Left,0.0146019458770751,76.706787109375,0.4752182960510254
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Left,1.223304033279419,60.23771667480469,0.7749924659729004
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,1.4782428741455078,170.2586669921875,0.5168616771697998
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,1.1388752460479736,20.3392333984375,0.3833258152008056
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,0.6900982856750488,106.63336181640624,0.4416673183441162
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Left,1.0029001235961914,17.863800048828125,0.4249932765960693
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,0.0068497657775878,102.0274658203125,0.5498175621032715
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Left,0.0056192874908447,25.76361083984375,0.5833315849304199
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,0.0084755420684814,102.2042236328125,0.4999990463256836
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,0.005584716796875,10.95223617553711,0.5499944686889648
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,0.879187822341919,60.4564208984375,0.4418401718139648
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Left,1.2573614120483398,50.47908020019531,0.741654634475708
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Left,0.0050771236419677,70.63766479492188,0.5833249092102051
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,0.0057053565979003,62.28775024414063,0.6416666507720947
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Right,0.0010342597961425,17.821380615234375,0.6750073432922363
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,1,Left,0.0069444179534912,15.008140563964844,0.6415078639984131
2024-04-16,SO013PD043,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,0.0,Right,white,1,Right,0.0087862014770507,71.39236450195312,0.6750037670135498
2024-04-16,SO013PD043,F,C,40,4,1,4,1.0,Right,grey,1,Right,0.012153148651123,90.75958251953124,0.4583337306976318
2024-04-16,SO013PD043,F,C,40,4,1,4,2.0,Left,white,1,Right,0.0089545249938964,124.3212890625,0.5245954990386963
2024-04-16,SO013PD043,F,C,40,4,1,4,3.0,Left,black,1,Left,0.0006971359252929,29.387420654296875,0.6083312034606934
2024-04-16,SO013PD043,F,C,40,4,1,4,4.0,Left,refresh,1,Left,0.0011396408081054,32.64506530761719,0.5583455562591553
2024-04-16,SO013PD043,F,C,40,4,1,4,5.0,Right,refresh,1,Right,0.0088648796081542,88.5166015625,0.5166752338409424
2024-04-16,SO013PD043,F,C,40,4,1,4,6.0,Left,black,1,Left,0.0037982463836669,33.42259216308594,0.5499935150146484
2024-04-16,SO013PD043,F,C,40,4,1,4,7.0,Right,white,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,8.0,Right,white,1,Right,4.57763671875e-05,80.29531860351562,0.6664001941680908
2024-04-16,SO013PD043,F,C,40,4,1,4,9.0,Right,secondOrder,1,Right,1.2327866554260254,54.93804931640625,0.7665441036224365
2024-04-16,SO013PD043,F,C,40,4,1,4,10.0,Right,secondOrder,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,11.0,Right,black,1,Right,0.0001547336578369,62.18357849121094,0.8001096248626709
2024-04-16,SO013PD043,F,C,40,4,1,4,12.0,Left,white,1,Left,0.0024890899658203,49.473907470703125,0.5916674137115479
2024-04-16,SO013PD043,F,C,40,4,1,4,13.0,Left,grey,1,Left,0.003812551498413,46.091217041015625,0.5583405494689941
2024-04-16,SO013PD043,F,C,40,4,1,4,14.0,Right,grey,1,Right,0.0011086463928222,112.66259765625,0.5083372592926025
2024-04-16,SO013PD043,F,C,40,4,1,4,15.0,Right,refresh,1,Right,0.0163588523864746,81.84295654296875,0.5500004291534424
2024-04-16,SO013PD043,F,C,40,4,1,4,16.0,Right,black,1,Right,0.0009605884552001,66.71176147460938,0.6916613578796387
2024-04-16,SO013PD043,F,C,40,4,1,4,17.0,Right,grey,1,Right,0.0008857250213623,67.97366333007812,0.7416293621063232
2024-04-16,SO013PD043,F,C,40,4,1,4,18.0,Left,refresh,1,Left,0.001108169555664,44.35932922363281,0.5583376884460449
2024-04-16,SO013PD043,F,C,40,4,1,4,19.0,Right,secondOrder,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,20.0,Left,secondOrder,1,Left,0.0079421997070312,22.74276733398437,0.6249949932098389
2024-04-16,SO013PD043,F,C,40,4,1,4,21.0,Right,black,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,22.0,Right,grey,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,23.0,Left,grey,1,Left,0.0022602081298828,45.86424255371094,0.6000051498413086
2024-04-16,SO013PD043,F,C,40,4,1,4,24.0,Left,secondOrder,1,Left,0.0066938400268554,71.60491943359375,0.599994421005249
2024-04-16,SO013PD043,F,C,40,4,1,4,25.0,Right,grey,1,Right,0.0024995803833007,59.49993896484375,0.7166774272918701
2024-04-16,SO013PD043,F,C,40,4,1,4,26.0,Right,white,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,27.0,Right,secondOrder,1,Right,1.135535478591919,23.85997009277344,0.858196496963501
2024-04-16,SO013PD043,F,C,40,4,1,4,28.0,Right,white,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,29.0,Right,secondOrder,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,30.0,Left,grey,1,Left,0.0074312686920166,48.57514953613281,0.7166845798492432
2024-04-16,SO013PD043,F,C,40,4,1,4,31.0,Right,black,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,32.0,Left,refresh,1,Left,0.0011711120605468,34.31201171875,0.5249879360198975
2024-04-16,SO013PD043,F,C,40,4,1,4,33.0,Left,grey,1,Left,0.0064668655395507,42.845733642578125,0.5916645526885986
2024-04-16,SO013PD043,F,C,40,4,1,4,34.0,Left,secondOrder,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,35.0,Right,white,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,36.0,Right,refresh,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,37.0,Left,white,1,Left,0.0011465549468994,66.35256958007812,0.5999984741210938
2024-04-16,SO013PD043,F,C,40,4,1,4,38.0,Right,black,1,Right,0.4774761199951172,129.244873046875,0.4250063896179199
2024-04-16,SO013PD043,F,C,40,4,1,4,39.0,Right,black,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,40.0,Left,secondOrder,1,Left,0.0086200237274169,26.852020263671875,0.5329699516296387
2024-04-16,SO013PD043,F,C,40,4,1,4,41.0,Left,refresh,1,Left,0.0073115825653076,46.944091796875,0.4913828372955322
2024-04-16,SO013PD043,F,C,40,4,1,4,42.0,Left,refresh,1,Left,0.0090312957763671,34.31672668457031,0.6331295967102051
2024-04-16,SO013PD043,F,C,40,4,1,4,43.0,Left,grey,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,44.0,Right,white,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,45.0,Right,secondOrder,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,46.0,Right,refresh,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,47.0,Left,refresh,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,48.0,Left,black,0,,,,
2024-04-16,SO013PD043,F,C,40,4,1,4,49.0,Right,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,1,Right,0.7884769439697266,16.601516723632812,0.3666603565216064
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,1,Left,1.4730966091156006,58.347747802734375,0.5250000953674316
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,1,Right,0.0099766254425048,64.65203857421875,0.6833128929138184
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,1,Right,0.0061256885528564,24.89219665527344,0.466871976852417
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,0.0,Right,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,1.0,Left,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,2.0,Right,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,3.0,Right,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,4.0,Right,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,5.0,Right,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,6.0,Right,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,7.0,Right,refresh,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,8.0,Right,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,9.0,Left,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,10.0,Right,refresh,1,Right,0.0074708461761474,29.86041259765625,0.8831284046173096
2024-04-16,SO014PD050,M,C,40,4,1,4,11.0,Left,secondOrder,1,Left,0.0078568458557128,39.77949523925781,0.5750083923339844
2024-04-16,SO014PD050,M,C,40,4,1,4,12.0,Left,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,13.0,Left,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,14.0,Left,black,1,Left,0.0078437328338623,26.61732482910156,0.624976634979248
2024-04-16,SO014PD050,M,C,40,4,1,4,15.0,Left,refresh,1,Left,0.4735176563262939,11.54931640625,0.1914684772491455
2024-04-16,SO014PD050,M,C,40,4,1,4,16.0,Right,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,17.0,Left,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,18.0,Right,refresh,1,Right,0.916130781173706,29.99549865722656,0.4499995708465576
2024-04-16,SO014PD050,M,C,40,4,1,4,19.0,Right,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,20.0,Left,white,1,Left,0.6744883060455322,78.79022216796875,0.4416558742523193
2024-04-16,SO014PD050,M,C,40,4,1,4,21.0,Left,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,22.0,Left,white,1,Left,0.0161714553833007,67.29110717773438,0.583320140838623
2024-04-16,SO014PD050,M,C,40,4,1,4,23.0,Left,refresh,1,Left,0.0041134357452392,62.460845947265625,0.6421849727630615
2024-04-16,SO014PD050,M,C,40,4,1,4,24.0,Right,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,25.0,Left,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,26.0,Left,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,27.0,Left,black,1,Left,0.002981424331665,22.098411560058597,0.666938304901123
2024-04-16,SO014PD050,M,C,40,4,1,4,28.0,Left,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,29.0,Left,refresh,1,Left,0.0111522674560546,50.50518798828125,0.6082763671875
2024-04-16,SO014PD050,M,C,40,4,1,4,30.0,Left,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,31.0,Right,refresh,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,32.0,Right,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,33.0,Left,secondOrder,1,Left,0.0048222541809082,72.73516845703125,0.6166608333587646
2024-04-16,SO014PD050,M,C,40,4,1,4,34.0,Right,refresh,1,Right,0.5683104991912842,49.07574462890625,0.4250004291534424
2024-04-16,SO014PD050,M,C,40,4,1,4,35.0,Right,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,36.0,Right,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,37.0,Left,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,38.0,Right,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,39.0,Right,refresh,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,40.0,Right,white,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,41.0,Right,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,42.0,Right,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,43.0,Left,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,44.0,Left,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,45.0,Right,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,46.0,Left,grey,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,47.0,Left,black,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,48.0,Left,secondOrder,0,,,,
2024-04-16,SO014PD050,M,C,40,4,1,4,49.0,Left,refresh,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
2024-04-16,SO015PD045,F,C,40,4,1,4,,,none,0,,,,
