date,subjID,subjSex,treatment,stimuli_angle_size,trialn,noisesize,stimn,eye,angle,side,stim_type,turn,turnside,turndelay,peakmagnitude,peakduration
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Right,none,1,Right,0.985990524,13.29075623,0.466726303
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,1,Left,0.011998415,28.0743866,0.69165659
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,1,Left,1.343224049,11.23057175,0.649992943
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,1,Left,0.000802517,30.80041504,0.716804981
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,0,PLE,-120,Left,scattered_blink,1,Left,0.890501261,26.8270874,0.425449371
6/6/2024,SD007PI170,F,C,4,1,4,1,ALE,40,Right,black,1,Right,0.001977444,41.12765503,0.633337736
6/6/2024,SD007PI170,F,C,4,1,4,2,PLE,120,Right,black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,3,ALE,-40,Left,black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,4,ALE,-40,Left,square_blink_black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,5,ALE,-40,Left,refresh,1,Left,0.476351261,100.8728027,0.416645765
6/6/2024,SD007PI170,F,C,4,1,4,6,ALE,40,Right,refresh,1,Right,0.005107641,52.96920776,0.817044497
6/6/2024,SD007PI170,F,C,4,1,4,7,PLE,-120,Left,refresh,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,8,ALE,40,Right,square_blink_black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,9,PLE,120,Right,secondOrder,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,10,ALE,40,Right,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,11,ALE,40,Right,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,12,PLE,120,Right,secondOrder,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,13,PLE,120,Right,scattered_blink,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,14,ALE,-40,Left,secondOrder,1,Left,0.000768185,83.80541992,0.63334775
6/6/2024,SD007PI170,F,C,4,1,4,15,ALE,-40,Left,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,16,PLE,-120,Left,black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,17,PLE,120,Right,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,18,ALE,40,Right,scattered_blink,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,19,PLE,-120,Left,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,20,ALE,40,Right,secondOrder,1,Right,0.002078056,55.14065552,0.566641092
6/6/2024,SD007PI170,F,C,4,1,4,21,ALE,40,Right,square_blink_black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,22,ALE,40,Right,scattered_blink,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,23,PLE,-120,Left,scattered_blink,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,24,ALE,-40,Left,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,25,ALE,-40,Left,scattered_blink,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,26,PLE,120,Right,black,1,Right,0.00098443,127.8446655,0.708346844
6/6/2024,SD007PI170,F,C,4,1,4,27,PLE,120,Right,refresh,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,28,ALE,-40,Left,refresh,1,Left,0.007557154,78.20907593,0.825163841
6/6/2024,SD007PI170,F,C,4,1,4,29,PLE,-120,Left,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,30,PLE,120,Right,square_blink_black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,31,ALE,40,Right,secondOrder,1,Right,0.757305861,62.98669434,0.449896336
6/6/2024,SD007PI170,F,C,4,1,4,32,PLE,120,Right,square_blink_white,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,33,ALE,-40,Left,scattered_blink,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,34,ALE,-40,Left,secondOrder,1,Left,0.565429211,88.90911865,0.425008297
6/6/2024,SD007PI170,F,C,4,1,4,35,PLE,120,Right,scattered_blink,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,36,PLE,120,Right,square_blink_black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,37,PLE,-120,Left,square_blink_black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,38,PLE,-120,Left,secondOrder,1,Left,0.549021959,157.0438232,0.391666412
6/6/2024,SD007PI170,F,C,4,1,4,39,PLE,-120,Left,black,1,Left,0.502464056,165.9206543,0.400166273
6/6/2024,SD007PI170,F,C,4,1,4,40,PLE,120,Right,refresh,1,Right,0.609311819,105.0372314,0.499989748
6/6/2024,SD007PI170,F,C,4,1,4,41,PLE,-120,Left,secondOrder,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,42,PLE,-120,Left,refresh,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,43,ALE,-40,Left,black,1,Left,0.006855249,79.70849609,0.641973734
6/6/2024,SD007PI170,F,C,4,1,4,44,ALE,40,Right,refresh,1,Right,0.474573851,51.10452271,0.425017834
6/6/2024,SD007PI170,F,C,4,1,4,45,ALE,40,Right,black,1,Right,0.015845299,44.81472778,0.525004864
6/6/2024,SD007PI170,F,C,4,1,4,46,PLE,-120,Left,square_blink_black,0,,,,
6/6/2024,SD007PI170,F,C,4,1,4,47,ALE,-40,Left,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,1,Right,1.006067514,12.21071625,0.40010047
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,1,Left,1.127366304,38.5012207,0.400074244
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,1,Left,0.829659939,38.50125122,0.400074244
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,1,Left,1.446208477,14.95939636,0.550022125
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,1,Left,0.766228914,67.90023804,0.433347225
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,0,PLE,-120,Left,secondOrder,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,1,ALE,40,Right,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,2,PLE,120,Right,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,3,ALE,-40,Left,black,1,Left,0.007740021,43.36546326,0.691676378
6/7/2024,SD009PI172,M,C,4,1,4,4,PLE,120,Right,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,5,PLE,-120,Left,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,6,PLE,-120,Left,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,7,PLE,-120,Left,refresh,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,8,ALE,40,Right,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,9,ALE,-40,Left,secondOrder,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,10,ALE,40,Right,secondOrder,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,11,ALE,-40,Left,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,12,PLE,-120,Left,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,13,PLE,120,Right,refresh,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,14,PLE,-120,Left,black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,15,PLE,-120,Left,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,16,ALE,-40,Left,refresh,1,Left,0.002819538,38.97805786,0.758486032
6/7/2024,SD009PI172,M,C,4,1,4,17,ALE,40,Right,black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,18,ALE,40,Right,black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,19,PLE,120,Right,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,20,ALE,40,Right,refresh,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,21,PLE,120,Right,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,22,PLE,-120,Left,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,23,ALE,-40,Left,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,24,PLE,120,Right,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,25,PLE,120,Right,refresh,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,26,PLE,-120,Left,black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,27,ALE,-40,Left,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,28,ALE,-40,Left,secondOrder,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,29,ALE,-40,Left,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,30,PLE,120,Right,secondOrder,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,31,ALE,40,Right,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,32,PLE,-120,Left,secondOrder,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,33,ALE,-40,Left,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,34,ALE,-40,Left,black,1,Left,0.866554499,54.7819519,0.417226076
6/7/2024,SD009PI172,M,C,4,1,4,35,ALE,40,Right,scattered_blink,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,36,PLE,-120,Left,refresh,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,37,ALE,-40,Left,refresh,1,Left,0.633965731,38.06689453,0.433353901
6/7/2024,SD009PI172,M,C,4,1,4,38,PLE,120,Right,secondOrder,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,39,ALE,-40,Left,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,40,PLE,120,Right,black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,41,PLE,-120,Left,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,42,PLE,120,Right,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,43,ALE,40,Right,refresh,1,Right,0.534068346,43.09954834,0.441528559
6/7/2024,SD009PI172,M,C,4,1,4,44,PLE,120,Right,black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,45,ALE,40,Right,square_blink_black,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,46,ALE,40,Right,square_blink_white,0,,,,
6/7/2024,SD009PI172,M,C,4,1,4,47,ALE,40,Right,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,1,Right,0.466016769,34.1668396,0.416646957
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,1,Left,0.523173094,28.21136475,0.424835205
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,1,Right,0.506814241,36.94512939,0.433284521
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,1,Right,0.007836342,24.80240631,0.633328199
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,1,Left,0.007716894,18.97946167,0.683494568
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,1,Left,1.18253231,18.61891937,0.816926003
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Left,none,1,Left,1.41625452,12.12897491,0.583354712
6/7/2024,SD010PI173,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,0,ALE,40,Right,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,1,PLE,120,Right,square_blink_white,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,2,PLE,120,Right,black,1,Right,0.004618168,125.3627319,0.841647625
6/7/2024,SD010PI173,F,C,4,1,4,3,PLE,-120,Left,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,4,ALE,40,Right,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,5,ALE,40,Right,square_blink_white,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,6,ALE,-40,Left,scattered_blink,1,Left,0.005481482,39.10606384,0.700007915
6/7/2024,SD010PI173,F,C,4,1,4,7,ALE,40,Right,refresh,1,Right,0.004609823,63.3420105,0.658326864
6/7/2024,SD010PI173,F,C,4,1,4,8,PLE,120,Right,scattered_blink,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,9,PLE,-120,Left,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,10,PLE,120,Right,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,11,PLE,120,Right,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,12,PLE,120,Right,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,13,ALE,40,Right,square_blink_white,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,14,PLE,-120,Left,square_blink_white,1,Left,0.011568069,81.8949585,0.51666379
6/7/2024,SD010PI173,F,C,4,1,4,15,ALE,-40,Left,scattered_blink,1,Left,0.00193572,55.60501099,0.775158405
6/7/2024,SD010PI173,F,C,4,1,4,16,ALE,40,Right,scattered_blink,1,Right,0.000331163,88.33230591,0.583538294
6/7/2024,SD010PI173,F,C,4,1,4,17,PLE,120,Right,scattered_blink,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,18,ALE,40,Right,scattered_blink,1,Right,0.005814791,73.4692688,0.583611488
6/7/2024,SD010PI173,F,C,4,1,4,19,PLE,-120,Left,black,1,Left,0.00761795,120.5869141,0.841649294
6/7/2024,SD010PI173,F,C,4,1,4,20,PLE,-120,Left,black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,21,PLE,-120,Left,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,22,ALE,-40,Left,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,23,ALE,-40,Left,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,24,ALE,-40,Left,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,25,PLE,120,Right,square_blink_white,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,26,ALE,-40,Left,black,1,Left,0.005657196,43.51670837,0.866522074
6/7/2024,SD010PI173,F,C,4,1,4,27,PLE,120,Right,refresh,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,28,PLE,-120,Left,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,29,ALE,-40,Left,refresh,1,Left,0.009634972,51.18293762,0.750207186
6/7/2024,SD010PI173,F,C,4,1,4,30,ALE,-40,Left,refresh,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,31,PLE,-120,Left,refresh,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,32,ALE,40,Right,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,33,ALE,-40,Left,square_blink_white,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,34,ALE,40,Right,black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,35,ALE,-40,Left,square_blink_black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,36,PLE,120,Right,refresh,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,37,PLE,120,Right,black,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,38,PLE,-120,Left,refresh,1,Left,0.00556159,153.4041748,0.800005436
6/7/2024,SD010PI173,F,C,4,1,4,39,PLE,-120,Left,scattered_blink,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,40,PLE,120,Right,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,41,ALE,-40,Left,black,1,Left,0.464004993,36.48277283,0.466946125
6/7/2024,SD010PI173,F,C,4,1,4,42,ALE,40,Right,secondOrder,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,43,PLE,-120,Left,square_blink_white,1,Left,1.403283358,66.74667358,0.591554642
6/7/2024,SD010PI173,F,C,4,1,4,44,PLE,-120,Left,scattered_blink,1,Left,1.002758026,31.35122681,0.41684866
6/7/2024,SD010PI173,F,C,4,1,4,45,ALE,40,Right,refresh,1,Right,0.002990961,51.64608765,0.516694546
6/7/2024,SD010PI173,F,C,4,1,4,46,ALE,-40,Left,square_blink_white,0,,,,
6/7/2024,SD010PI173,F,C,4,1,4,47,ALE,40,Right,black,1,Right,0.813860178,10.56769562,0.491833925
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Left,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,ALE,none,Right,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,ALE,none,Left,none,1,Left,0.002575874,21.60294342,0.591670036
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,ALE,none,Left,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Right,none,0,,,,
6/7/2024,SD012PI174,F,C,4,1,4,,PLE,none,Right,none,0,,,,
